stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers,daily_avg_demand,daily_demand_std,safety_stock,lead_time_demand,reorder_point,reorder_quantity
22866,11667,11.856707317073171,492.253098404586,23436.660000000003,530,31.964383561643835,22.186777557919175,97.0,224.0,321.0,959.0
22867,11000,11.727078891257996,421.1228732082835,22168.33,521,30.136986301369863,20.521278547115028,90.0,211.0,301.0,905.0
22868,111,7.928571428571429,144.6868131868132,216.45,13,0.3041095890410959,12.028583174539435,53.0,3.0,56.0,10.0
22869,133,4.925925925925926,83.3019943019943,259.35,24,0.3643835616438356,9.126992620901712,40.0,3.0,43.0,11.0
22870,125,6.25,106.82894736842104,243.75,16,0.3424657534246575,10.33580898471044,46.0,3.0,49.0,11.0
22871,108,9.0,160.18181818181813,210.6,11,0.2958904109589041,12.65629559475513,56.0,3.0,59.0,9.0
22872,115,6.388888888888889,118.1339869281046,224.25,16,0.3150684931506849,10.868945989750092,48.0,3.0,51.0,10.0
22873,107,5.944444444444445,120.05555555555554,208.65,17,0.29315068493150687,10.9569866092624,48.0,3.0,51.0,9.0
22874,114,6.333333333333333,118.70588235294116,222.3,15,0.31232876712328766,10.895222914329985,48.0,3.0,51.0,10.0
22875,110,6.111111111111111,118.5751633986928,214.5,17,0.3013698630136986,10.88922235050294,48.0,3.0,51.0,10.0
22876,108,8.307692307692308,152.89743589743588,210.6,12,0.2958904109589041,12.3651702736936,54.0,3.0,57.0,9.0
22877,118,5.9,107.98947368421054,230.1,18,0.3232876712328767,10.39179838546777,46.0,3.0,49.0,10.0
22878,98,6.125,71.58333333333331,205.8,13,0.2684931506849315,8.460693430998036,37.0,2.0,39.0,9.0
22879,71,7.1,61.87777777777777,88.65,7,0.19452054794520549,7.8662429264406635,35.0,2.0,37.0,6.0
22880,81,5.785714285714286,48.18131868131869,108.15,10,0.2219178082191781,6.941276444669143,31.0,2.0,33.0,7.0
22881,89,5.933333333333334,44.63809523809523,123.75,9,0.24383561643835616,6.681174689984931,30.0,2.0,32.0,8.0
22882,99,3.807692307692308,30.00153846153846,143.25,18,0.27123287671232876,5.477366014932584,24.0,2.0,26.0,9.0
22883,86,7.166666666666667,51.7878787878788,117.9,9,0.2356164383561644,7.196379561132028,32.0,2.0,34.0,8.0
22884,86,4.526315789473684,39.26315789473685,117.9,14,0.2356164383561644,6.266032069399011,28.0,2.0,30.0,8.0
22885,93,5.470588235294118,43.01470588235294,131.55,13,0.2547945205479452,6.558559741464046,29.0,2.0,31.0,8.0
22886,82,5.857142857142857,49.82417582417583,110.1,8,0.22465753424657534,7.058624216104427,31.0,2.0,33.0,7.0
22887,78,5.571428571428571,49.18681318681319,102.3,10,0.2136986301369863,7.013331104889686,31.0,2.0,33.0,7.0
22888,66,6.6,63.82222222222222,77.14,9,0.18082191780821918,7.988881162104129,35.0,2.0,37.0,6.0
22889,167,15.181818181818182,766.1636363636364,208.98,8,0.4575342465753425,27.679661059406715,121.0,4.0,125.0,14.0
22890,767,3.3203463203463204,24.20997553171468,7164.469999999999,148,2.1013698630136988,4.920363353626913,22.0,15.0,37.0,64.0
22891,549,3.541935483870968,17.145957268537913,2362.01,108,1.5041095890410958,4.140767714873404,19.0,11.0,30.0,46.0
22892,3477,12.68978102189781,151.21842998850303,4236.81,162,9.526027397260274,12.29709030577978,54.0,67.0,121.0,286.0
22893,2006,21.34042553191489,1020.1624342255776,819.48,70,5.495890410958904,31.93998175055173,140.0,39.0,179.0,165.0
22894,541,3.091428571428572,28.61228243021348,4861.95,125,1.4821917808219178,5.349045001700161,24.0,11.0,35.0,45.0
22895,2752,7.687150837988827,237.4312630079968,8091.740000000001,232,7.53972602739726,15.408804723533775,68.0,53.0,121.0,227.0
22896,1970,6.723549488054608,134.63221749497416,4680.37,187,5.397260273972603,11.603112405513192,51.0,38.0,89.0,162.0
22897,1886,7.57429718875502,85.78578831454848,2683.26,190,5.167123287671233,9.262061774494299,41.0,37.0,78.0,156.0
22898,2916,7.75531914893617,122.63863829787228,5455.099999999999,261,7.989041095890411,11.074233079444927,49.0,56.0,105.0,240.0
22899,2669,7.476190476190476,165.0478865703585,5367.08,249,7.3123287671232875,12.847096425665937,57.0,52.0,109.0,220.0
22900,5458,10.376425855513308,1097.4885098678258,15566.6,252,14.953424657534246,33.12836412906357,145.0,105.0,250.0,449.0
22902,1610,11.338028169014084,244.69343721905884,3091.54,102,4.410958904109589,15.642679988386224,69.0,31.0,100.0,133.0
22903,704,13.037037037037036,1324.8287910552062,1924.88,39,1.9287671232876713,36.398197634707216,159.0,14.0,173.0,58.0
22904,3195,7.947761194029851,283.6456433543007,9110.29,269,8.753424657534246,16.841782665570197,74.0,62.0,136.0,263.0
22905,935,6.493055555555555,126.1677836052836,2541.6400000000003,111,2.5616438356164384,11.232443349747356,50.0,18.0,68.0,77.0
22906,2960,8.10958904109589,160.76817702845094,4716.0,274,8.10958904109589,12.679439144869576,56.0,57.0,113.0,244.0
22907,8141,11.663323782234958,451.5894994100795,6497.87,445,22.304109589041097,21.250635270741427,93.0,157.0,250.0,670.0
22908,5430,12.990430622009567,635.8032655215541,4246.44,266,14.876712328767123,25.21513960940042,111.0,105.0,216.0,447.0
22909,15376,16.822757111597372,1695.4252865849712,12124.12,578,42.12602739726027,41.175542335043644,180.0,295.0,475.0,1264.0
22910,16469,13.20689655172414,550.5462445342341,44998.27,701,45.12054794520548,23.46372188153947,103.0,316.0,419.0,1354.0
22911,817,5.713286713286713,128.89608982566733,2292.99,115,2.2383561643835614,11.353241379697137,50.0,16.0,66.0,68.0
22912,296,2.98989898989899,52.84683570397858,1351.44,81,0.810958904109589,7.269582911280301,32.0,6.0,38.0,25.0
22913,425,4.047619047619048,80.69963369963372,1914.39,84,1.1643835616438356,8.98329748475657,40.0,9.0,49.0,35.0
22914,529,3.526666666666667,57.94223713646529,2429.19,117,1.4493150684931506,7.611979843409025,34.0,11.0,45.0,44.0
22915,3054,21.507042253521128,892.5637798421735,1157.28,116,8.367123287671232,29.875805927910523,131.0,59.0,190.0,252.0
22916,1861,9.3989898989899,300.504973593806,1197.65,135,5.098630136986301,17.33507927855555,76.0,36.0,112.0,153.0
22917,1902,9.55778894472362,293.87416882391733,1224.3,138,5.210958904109589,17.142758495175663,75.0,37.0,112.0,157.0
22918,1816,9.218274111675129,297.6102765979488,1148.4,135,4.975342465753425,17.251384773343524,76.0,35.0,111.0,150.0
22919,1709,8.545,113.92761306532668,1098.85,136,4.682191780821918,10.673687884949919,47.0,33.0,80.0,141.0
22920,3370,17.106598984771573,11802.728374598562,2027.0,138,9.232876712328768,108.64036254817343,475.0,65.0,540.0,277.0
22921,1688,9.701149425287356,337.1587269948842,1085.2,121,4.624657534246575,18.361882446930224,81.0,33.0,114.0,139.0
22922,1968,19.87878787878788,632.0463821892396,1592.6999999999998,82,5.391780821917808,25.14053265524101,110.0,38.0,148.0,162.0
22923,1491,17.75,562.8403614457832,1204.9499999999998,70,4.0849315068493155,23.724256815457533,104.0,29.0,133.0,123.0
22924,1374,16.75609756097561,469.1002710027099,1121.1,69,3.7643835616438355,21.658722746337325,95.0,27.0,122.0,113.0
22925,465,2.703488372093023,11.215660274717797,2743.77,130,1.273972602739726,3.3489789898889777,15.0,9.0,24.0,39.0
22926,649,3.212871287128713,19.76043052066401,3753.55,152,1.7780821917808218,4.445270579015861,20.0,13.0,33.0,54.0
22927,428,3.057142857142857,18.270092497430632,2474.6,101,1.1726027397260275,4.274352874697015,19.0,9.0,28.0,36.0
22928,259,2.8461538461538463,15.97606837606837,1583.17,64,0.7095890410958904,3.9970074275723295,18.0,5.0,23.0,22.0
22929,23,1.3529411764705883,0.6176470588235293,1459.75,17,0.06301369863013699,0.7859052479933757,4.0,1.0,5.0,2.0
22930,1040,7.123287671232877,183.43297118564,2513.12,120,2.8493150684931505,13.543742879486453,60.0,20.0,80.0,86.0
22931,792,7.135135135135135,312.9361179361178,1873.51,95,2.16986301369863,17.6900005069564,78.0,16.0,94.0,66.0
22932,872,13.625,870.2380952380951,1950.9,51,2.389041095890411,29.49979822368443,129.0,17.0,146.0,72.0
22933,876,9.521739130434783,586.4500716674631,2272.2000000000003,82,2.4,24.216731234158402,106.0,17.0,123.0,72.0
22934,560,8.115942028985508,198.22165387894296,1527.2,65,1.5342465753424657,14.079121204071757,62.0,11.0,73.0,47.0
22935,673,12.942307692307692,484.3691553544493,1964.25,46,1.8438356164383563,22.00838829524891,97.0,13.0,110.0,56.0
22936,258,7.371428571428571,267.2991596638656,766.88,30,0.7068493150684931,16.349286212671966,72.0,5.0,77.0,22.0
22937,939,6.755395683453237,44.21509748722761,2420.09,122,2.5726027397260274,6.6494433967985325,30.0,19.0,49.0,78.0
22938,3631,14.351778656126482,268.20512579208224,6722.629999999999,237,9.947945205479453,16.37696937140942,72.0,70.0,142.0,299.0
22939,671,4.414473684210527,61.51581561519691,3222.33,109,1.8383561643835618,7.843201872653598,35.0,13.0,48.0,56.0
22940,3286,5.878354203935599,265.21815069151927,13462.18,392,9.002739726027396,16.285519662925076,72.0,64.0,136.0,271.0
22941,2487,6.11056511056511,441.0591738177945,19590.9,315,6.813698630136987,21.001408853164936,92.0,48.0,140.0,205.0
22942,1181,5.442396313364055,70.94226830517154,8912.95,176,3.2356164383561645,8.422723330679426,37.0,23.0,60.0,98.0
22943,2258,7.840277777777778,257.6747483546264,10432.08,215,6.186301369863013,16.05225056976829,71.0,44.0,115.0,186.0
22944,4185,39.11214953271028,2870.421266090636,2813.03,89,11.465753424657533,53.576312546596895,234.0,81.0,315.0,344.0
22945,7369,25.856140350877197,1366.2151470224871,6025.21,244,20.18904109589041,36.96234769359878,162.0,142.0,304.0,606.0
22946,869,4.157894736842105,41.49898785425102,12588.45,152,2.3808219178082193,6.4419708051380535,29.0,17.0,46.0,72.0
22947,773,4.742331288343558,30.007271074755742,8459.95,124,2.117808219178082,5.47788929011492,24.0,15.0,39.0,64.0
22948,1971,14.492647058823527,239.4517973856209,1724.31,93,5.4,15.47423010639369,68.0,38.0,106.0,162.0
22949,1971,13.783216783216783,1671.7484487343645,2742.75,130,5.4,40.887020541173754,179.0,38.0,217.0,162.0
22950,8215,26.414790996784564,3459.004812778754,11186.95,256,22.506849315068493,58.81330472587605,257.0,158.0,415.0,676.0
22951,10650,20.247148288973385,1776.1140394713016,5455.46,345,29.17808219178082,42.14396800814206,184.0,205.0,389.0,876.0
22952,30144,32.44779332615716,4732.129006439996,14997.36,570,82.58630136986301,68.79047177073288,301.0,579.0,880.0,2478.0
22953,713,7.13,240.3970707070706,867.52,76,1.9534246575342467,15.504743490528007,68.0,14.0,82.0,59.0
22954,200,5.405405405405405,29.081081081081088,250.0,28,0.547945205479452,5.392687741848316,24.0,4.0,28.0,17.0
22955,1404,8.613496932515337,238.54722411573127,2740.04,131,3.8465753424657536,15.444974073002884,68.0,27.0,95.0,116.0
22956,2438,10.46351931330472,546.7324996300132,4699.370000000001,189,6.67945205479452,23.382311682765952,103.0,47.0,150.0,201.0
22957,1746,8.818181818181818,383.3576372865716,4872.3,179,4.7835616438356166,19.579520864581227,86.0,34.0,120.0,144.0
22959,9688,34.354609929078016,1189.297291840186,3960.96,251,26.542465753424658,34.48618987131206,151.0,186.0,337.0,797.0
22960,8454,9.351769911504425,269.566043375572,33833.72,583,23.161643835616438,16.41846653544636,72.0,163.0,235.0,695.0
22961,15867,17.513245033112582,1268.088774651496,22328.95,558,43.47123287671233,35.6102341280073,156.0,305.0,461.0,1305.0
22962,4141,16.050387596899224,933.9857780593012,3293.65,183,11.345205479452055,30.561180900928896,134.0,80.0,214.0,341.0
22963,3476,15.58744394618834,604.6128146083302,2752.58,170,9.523287671232877,24.588875830511856,108.0,67.0,175.0,286.0
22964,2635,8.132716049382717,436.61081489125854,5288.740000000001,228,7.219178082191781,20.89523426265565,92.0,51.0,143.0,217.0
22965,1777,7.759825327510917,285.63065961847843,3618.32,187,4.868493150684931,16.900611220262967,74.0,35.0,109.0,147.0
22966,7946,12.754414125200642,534.3913591015369,9497.91,422,21.76986301369863,23.116906347985598,101.0,153.0,254.0,654.0
22967,1159,8.84732824427481,506.0226658837346,3224.65,122,3.175342465753425,22.49494756348044,99.0,23.0,122.0,96.0
22968,1036,4.263374485596708,82.30224806992479,9409.2,182,2.8383561643835615,9.07205864563963,40.0,20.0,60.0,86.0
22969,14012,24.2842287694974,5740.540601530909,20204.8,472,38.38904109589041,75.76635534015682,331.0,269.0,600.0,1152.0
22970,4213,15.154676258992806,1520.5283354543787,9582.15,180,11.542465753424658,38.99395254977852,171.0,81.0,252.0,347.0
22971,2365,10.063829787234043,346.39334424440784,5603.570000000001,164,6.47945205479452,18.6116453932587,82.0,46.0,128.0,195.0
22972,1794,9.34375,65.99640052356023,2921.06,147,4.9150684931506845,8.123816869154561,36.0,35.0,71.0,148.0
22973,1290,10.661157024793388,117.1258953168044,2086.18,88,3.5342465753424657,10.822471774821333,48.0,25.0,73.0,107.0
22974,1550,9.451219512195122,257.2552745772855,2502.54,128,4.2465753424657535,16.039179361092184,71.0,30.0,101.0,128.0
22975,1156,7.758389261744966,43.103391982586615,1453.47,113,3.1671232876712327,6.565317355816596,29.0,23.0,52.0,96.0
22976,1083,9.100840336134452,42.82025352513886,1358.59,81,2.967123287671233,6.543718631263027,29.0,21.0,50.0,90.0
22977,953,8.145299145299145,45.65974064249924,1192.46,101,2.610958904109589,6.757199171439247,30.0,19.0,49.0,79.0
22978,2406,12.213197969543147,2938.352273904487,9180.53,153,6.5917808219178085,54.20657039422884,237.0,47.0,284.0,198.0
22979,3913,12.787581699346406,1767.9317797064182,5785.71,225,10.72054794520548,42.04678084831725,184.0,76.0,260.0,322.0
22980,2286,9.368852459016392,174.07737974768924,3656.94,198,6.263013698630137,13.193838704019738,58.0,44.0,102.0,188.0
22981,435,5.8,281.86486486486484,601.9499999999999,58,1.1917808219178083,16.78883155150664,74.0,9.0,83.0,36.0
22982,1044,7.1506849315068495,57.30127538970242,1307.05,120,2.8602739726027395,7.569760589985816,34.0,21.0,55.0,86.0
22983,6388,15.580487804878048,355.5204007394597,2618.19,264,17.5013698630137,18.85524862576624,83.0,123.0,206.0,526.0
22984,3206,17.42391304347826,400.5952720361129,1295.5,115,8.783561643835617,20.014876268318844,88.0,62.0,150.0,264.0
22985,4690,35.26315789473684,5136.104465709732,1881.8,101,12.849315068493151,71.66662030338624,313.0,90.0,403.0,386.0
22986,5791,28.527093596059117,863.3693118080286,2388.22,162,15.865753424657534,29.38314673087327,129.0,112.0,241.0,476.0
22987,250,25.0,0.0,105.0,10,0.684931506849315,0.0,0.0,5.0,5.0,21.0
22988,9033,25.589235127478755,3065.1177246974,10415.22,207,24.747945205479454,55.3635053505231,242.0,174.0,416.0,743.0
22989,2693,8.495268138801261,699.5165914626843,8310.17,241,7.3780821917808215,26.448375970230845,116.0,52.0,168.0,222.0
22990,602,4.23943661971831,101.95644790730196,2670.54,117,1.6493150684931508,10.097348558275185,45.0,12.0,57.0,50.0
22991,3708,15.514644351464437,2177.5029359023947,6816.84,185,10.158904109589042,46.663721839373196,204.0,72.0,276.0,305.0
22992,4914,16.77133105802048,1973.985202674274,8944.439999999999,217,13.463013698630137,44.429553257649054,194.0,95.0,289.0,404.0
22993,11769,13.358683314415437,451.4871091734594,14151.42,431,32.24383561643835,21.248226024152213,93.0,226.0,319.0,968.0
22994,2104,13.06832298136646,349.3140527950312,882.24,89,5.764383561643836,18.689945232531613,82.0,41.0,123.0,173.0
22995,2228,12.043243243243245,348.2372502937718,932.88,90,6.104109589041096,18.661115998079318,82.0,43.0,125.0,184.0
22996,4540,15.23489932885906,1082.5641651413457,1875.12,155,12.438356164383562,32.90234285186004,144.0,88.0,232.0,374.0
22997,2477,13.60989010989011,172.55968065084096,1038.9,101,6.786301369863014,13.136197343631869,58.0,48.0,106.0,204.0
22998,11645,26.46590909090909,4574.581978670531,4641.32,217,31.904109589041095,67.63565611916935,296.0,224.0,520.0,958.0
22999,2809,14.941489361702128,536.7291785186028,1178.34,108,7.695890410958904,23.167416310814694,102.0,54.0,156.0,231.0
23000,3042,14.766990291262136,294.872270897466,1274.76,125,8.334246575342465,17.171845296806804,75.0,59.0,134.0,251.0
23002,2052,14.450704225352112,388.3628009189892,860.4,85,5.6219178082191785,19.70692266486549,87.0,40.0,127.0,169.0
23003,541,10.20754716981132,706.2830188679242,225.78,38,1.4821917808219178,26.57598575533792,117.0,11.0,128.0,45.0
23004,1853,14.706349206349206,234.00107936507945,779.9,73,5.076712328767123,15.297093820888968,67.0,36.0,103.0,153.0
23005,4346,24.415730337078653,2750.5154573731984,1767.72,105,11.906849315068493,52.445356871444766,229.0,84.0,313.0,358.0
23006,1693,13.023076923076925,152.6273703041144,709.62,88,4.638356164383562,12.354245031733603,54.0,33.0,87.0,140.0
23007,449,3.1619718309859155,21.058685446009385,7048.549999999999,110,1.2301369863013698,4.588974334860611,21.0,9.0,30.0,37.0
23008,419,3.4916666666666667,22.89068627450981,6534.049999999999,99,1.1479452054794521,4.784421205800113,21.0,9.0,30.0,35.0
23009,209,3.4262295081967213,19.915300546448083,3262.55,48,0.5726027397260274,4.46265622095721,20.0,5.0,25.0,18.0
23010,285,3.202247191011236,24.935903983656804,4444.75,73,0.7808219178082192,4.9935862847914025,22.0,6.0,28.0,24.0
23012,1014,5.07,23.542814070351767,3763.64,151,2.778082191780822,4.852093782106006,22.0,20.0,42.0,84.0
23013,865,4.779005524861878,19.28422344996931,3211.09,135,2.3698630136986303,4.391380585871522,20.0,17.0,37.0,72.0
23014,798,4.925925925925926,22.727398205659075,2951.78,122,2.186301369863014,4.767326106493982,21.0,16.0,37.0,66.0
23015,36,2.25,2.4666666666666672,297.0,15,0.09863013698630137,1.570562531918633,7.0,1.0,8.0,3.0
23016,69,3.631578947368421,10.801169590643276,512.85,19,0.18904109589041096,3.286513287763078,15.0,2.0,17.0,6.0
23017,64,3.0476190476190474,7.347619047619045,751.4000000000001,20,0.17534246575342466,2.7106491930198278,12.0,2.0,14.0,6.0
23018,50,2.5,9.947368421052634,587.2,19,0.136986301369863,3.1539448982270812,14.0,1.0,15.0,5.0
23019,81,2.892857142857143,10.46957671957672,629.05,26,0.2219178082191781,3.2356725297187787,15.0,2.0,17.0,7.0
23020,176,2.4444444444444446,7.743348982785603,2092.0,67,0.4821917808219178,2.782687367058255,13.0,4.0,17.0,15.0
23021,117,4.68,18.726666666666667,475.9500000000001,24,0.32054794520547947,4.327431878916948,19.0,3.0,22.0,10.0
23022,416,18.08695652173913,506.083003952569,795.6800000000001,19,1.1397260273972603,22.49628867063563,99.0,8.0,107.0,35.0
23023,260,11.304347826086955,156.13043478260872,411.44,23,0.7123287671232876,12.495216476020282,55.0,5.0,60.0,22.0
23024,254,25.4,440.0444444444444,662.0600000000001,8,0.6958904109589041,20.977236339528723,92.0,5.0,97.0,21.0
23025,317,6.891304347826087,10.18792270531401,669.61,40,0.8684931506849315,3.191852550684948,14.0,7.0,21.0,27.0
23026,503,9.145454545454545,167.2006734006734,1016.97,43,1.378082191780822,12.930609939236177,57.0,10.0,67.0,42.0
23027,287,10.62962962962963,122.70370370370368,596.96,26,0.7863013698630137,11.077170383437446,49.0,6.0,55.0,24.0
23028,1241,10.791304347826086,328.20167810831407,1990.29,88,3.4,18.116337325969454,80.0,24.0,104.0,102.0
23029,1284,9.304347826086955,134.73881307521418,2080.2,97,3.5178082191780824,11.607704901280622,51.0,25.0,76.0,106.0
23031,1228,8.898550724637682,138.90934094996308,1987.8,93,3.3643835616438356,11.7859806952991,52.0,24.0,76.0,101.0
23032,2250,12.096774193548388,302.9203138622493,3606.9,117,6.164383561643835,17.404606110517104,76.0,44.0,120.0,185.0
23033,679,11.508474576271189,304.5990648743424,943.75,42,1.8602739726027397,17.452766682516053,77.0,14.0,91.0,56.0
23034,935,11.6875,247.78718354430376,1314.95,57,2.5616438356164384,15.741257368593645,69.0,18.0,87.0,77.0
23035,2071,12.401197604790418,265.2055407257773,2915.59,110,5.673972602739726,16.28513250562541,72.0,40.0,112.0,171.0
23036,182,12.133333333333333,37.83809523809524,227.5,14,0.4986301369863014,6.1512677748652145,27.0,4.0,31.0,15.0
23037,193,10.72222222222222,25.624183006535954,315.29,17,0.5287671232876713,5.062033485323458,23.0,4.0,27.0,16.0
23038,41,6.833333333333333,32.56666666666666,38.03,4,0.11232876712328767,5.706721183540218,25.0,1.0,26.0,4.0
23039,192,8.347826086956522,31.146245059288532,370.8,22,0.5260273972602739,5.580882104048475,25.0,4.0,29.0,16.0
23040,246,6.473684210526316,362.58036984352776,1318.5,33,0.673972602739726,19.041543263179268,84.0,5.0,89.0,21.0
23041,260,5.416666666666667,27.6950354609929,1079.0,46,0.7123287671232876,5.262607287361741,23.0,5.0,28.0,22.0
23042,99,3.96,16.123333333333335,658.35,25,0.27123287671232876,4.015387071420803,18.0,2.0,20.0,9.0
23043,75,3.947368421052632,14.497076023391813,468.75,18,0.2054794520547945,3.8075025966362537,17.0,2.0,19.0,7.0
23044,100,4.0,17.666666666666664,415.0,24,0.273972602739726,4.203173404306163,19.0,2.0,21.0,9.0
23045,116,5.043478260869565,40.86166007905139,481.4,22,0.3178082191780822,6.392312576763701,28.0,3.0,31.0,10.0
23046,347,10.205882352941176,1659.3805704099825,2091.55,31,0.9506849315068493,40.73549521498398,178.0,7.0,185.0,29.0
23047,58,2.230769230769231,1.3046153846153845,333.5,25,0.1589041095890411,1.1421976118935744,5.0,2.0,7.0,5.0
23048,560,6.363636363636363,457.1306165099271,2248.14,81,1.5342465753424657,21.380613099486347,94.0,11.0,105.0,47.0
23049,435,2.57396449704142,4.365032403493946,3572.75,103,1.1917808219178083,2.089265996347508,10.0,9.0,19.0,36.0
23050,459,2.6079545454545454,4.822564935064933,3763.55,116,1.2575342465753425,2.196033910272092,10.0,9.0,19.0,38.0
23051,335,2.518796992481203,4.509113693324221,2741.35,95,0.9178082191780822,2.1234673751494797,10.0,7.0,17.0,28.0
23052,571,2.583710407239819,4.616824352118469,4694.75,147,1.5643835616438355,2.148679676480063,10.0,11.0,21.0,47.0
23053,318,2.4651162790697674,6.500726744186046,2589.9,105,0.8712328767123287,2.5496522790737655,12.0,7.0,19.0,27.0
23054,266,2.440366972477064,2.267244308528713,2189.7,81,0.7287671232876712,1.505737131284446,7.0,6.0,13.0,22.0
23055,560,14.736842105263158,1029.6045519203412,1286.72,33,1.5342465753424657,32.08745162708222,141.0,11.0,152.0,47.0
23056,866,22.789473684210527,3341.684210526316,2789.66,33,2.372602739726027,57.807302397935125,253.0,17.0,270.0,72.0
23057,674,16.4390243902439,960.8024390243902,1646.14,38,1.8465753424657534,30.996813368867294,136.0,13.0,149.0,56.0
23058,486,11.045454545454543,53.16067653276955,421.02,39,1.3315068493150686,7.291136847760406,32.0,10.0,42.0,40.0
23060,244,5.951219512195122,19.847560975609756,507.52,34,0.6684931506849315,4.455060153983306,20.0,5.0,25.0,21.0
23061,946,10.75,46.07471264367814,1177.46,76,2.591780821917808,6.787835637644605,30.0,19.0,49.0,78.0
23064,220,10.0,532.0952380952381,3617.6,20,0.6027397260273972,23.06718964449805,101.0,5.0,106.0,19.0
23065,256,2.782608695652174,29.99617773530818,3102.8,81,0.7013698630136986,5.476876640504894,24.0,5.0,29.0,22.0
23066,245,3.223684210526316,34.46929824561402,1963.65,69,0.6712328767123288,5.871055973640008,26.0,5.0,31.0,21.0
23067,274,3.653333333333333,11.337657657657658,1137.1,63,0.7506849315068493,3.3671438427334315,15.0,6.0,21.0,23.0
23068,801,6.068181818181818,61.3617279666898,1927.25,106,2.1945205479452055,7.83337270699472,35.0,16.0,51.0,66.0
23069,87,2.806451612903226,2.027956989247312,543.75,27,0.23835616438356164,1.4240635481772967,7.0,2.0,9.0,8.0
23070,147,4.454545454545454,5.443181818181818,610.0500000000001,29,0.40273972602739727,2.3330627548743346,11.0,3.0,14.0,13.0
23071,313,17.38888888888889,1241.8986928104578,1180.1,16,0.8575342465753425,35.240583037323006,154.0,7.0,161.0,26.0
23072,326,14.818181818181818,1366.632034632035,1099.0,21,0.8931506849315068,36.9679866185871,162.0,7.0,169.0,27.0
23073,141,2.389830508474576,14.069549970777324,1681.5,49,0.3863013698630137,3.7509398783208088,17.0,3.0,20.0,12.0
23074,221,6.314285714285714,58.280672268907566,444.02,32,0.6054794520547945,7.634177903933571,34.0,5.0,39.0,19.0
23075,465,6.038961038961039,49.774777853725226,1910.55,61,1.273972602739726,7.05512422666853,31.0,9.0,40.0,39.0
23076,7896,31.83870967741936,849.431369988246,9638.16,202,21.632876712328766,29.1450059184802,128.0,152.0,280.0,649.0
23077,9642,31.305194805194805,1346.395152079191,11615.7,217,26.416438356164385,36.693257583365245,161.0,185.0,346.0,793.0
23078,6607,31.018779342723004,776.5090796350429,8077.31,159,18.101369863013698,27.865912503182862,122.0,127.0,249.0,544.0
23079,248,2.361904761904762,6.463919413919417,2198.6,83,0.6794520547945205,2.5424239249030474,12.0,5.0,17.0,21.0
23080,998,4.435555555555555,115.13087301587304,7920.78,148,2.734246575342466,10.729905545524296,47.0,20.0,67.0,83.0
23081,453,3.9391304347826086,48.86468344774979,3606.39,80,1.2410958904109588,6.990327849804313,31.0,9.0,40.0,38.0
23082,2260,8.401486988847584,155.7411918104644,8110.68,205,6.191780821917808,12.479631076697114,55.0,44.0,99.0,186.0
23083,1859,8.768867924528301,164.73779397299478,6735.88,161,5.093150684931507,12.83502216488132,57.0,36.0,93.0,153.0
23084,27153,32.99270959902795,19009.83449666372,51251.24,450,74.3917808219178,137.87615637471086,602.0,521.0,1123.0,2232.0
23085,369,4.730769230769231,40.32917082917084,3437.7000000000003,64,1.010958904109589,6.350525240416799,28.0,8.0,36.0,31.0
23086,1191,33.083333333333336,2934.192857142857,1367.79,31,3.263013698630137,54.16819045475727,237.0,23.0,260.0,98.0
23087,830,16.93877551020408,400.9336734693879,997.18,43,2.2739726027397262,20.023328231574986,88.0,16.0,104.0,69.0
23088,760,13.333333333333334,30.83333333333333,947.18,52,2.0821917808219177,5.552777082985894,25.0,15.0,40.0,63.0
23089,2135,15.583941605839415,1191.362387290682,3495.27,101,5.8493150684931505,34.516117789964184,151.0,41.0,192.0,176.0
23090,2129,17.032,515.1763870967742,1722.7900000000002,96,5.832876712328767,22.69749737519038,100.0,41.0,141.0,175.0
23091,559,2.8963730569948187,10.624622193436958,3419.5,160,1.5315068493150685,3.259543249204857,15.0,11.0,26.0,46.0
23092,507,4.056,139.48877419354832,3568.26,96,1.389041095890411,11.81053657517508,52.0,10.0,62.0,42.0
23093,915,7.439024390243903,182.87125149940024,2122.67,105,2.506849315068493,13.52298973967666,60.0,18.0,78.0,76.0
23094,147,1.9864864864864864,3.1641984450203635,1837.5,65,0.40273972602739727,1.7788193964032333,8.0,3.0,11.0,13.0
23096,993,8.487179487179487,139.75198938992037,1606.73,89,2.7205479452054795,11.821674559465777,52.0,20.0,72.0,82.0
23099,132,2.4,2.9851851851851854,858.9000000000001,46,0.36164383561643837,1.727768845993348,8.0,3.0,11.0,11.0
23100,2090,9.54337899543379,105.76301788781367,2562.1,180,5.726027397260274,10.28411483248868,45.0,41.0,86.0,172.0
23101,1942,10.167539267015709,145.9296775971342,1569.62,175,5.32054794520548,12.080135661371283,53.0,38.0,91.0,160.0
23102,1231,8.73049645390071,123.95542046605878,995.33,128,3.372602739726027,11.133526865556071,49.0,24.0,73.0,102.0
23103,3931,12.021406727828746,177.94125813774605,6442.95,231,10.76986301369863,13.339462438109942,59.0,76.0,135.0,324.0
23104,116,2.636363636363636,15.306553911205077,1355.5,38,0.3178082191780822,3.9123591234963433,18.0,3.0,21.0,10.0
23106,283,5.66,15.657551020408162,769.27,49,0.7753424657534247,3.9569623476106215,18.0,6.0,24.0,24.0
