stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers
23016,69,3.6315789473684212,10.801169590643276,512.85,19
23017,64,3.0476190476190474,7.3476190476190455,751.4000000000001,20
23018,50,2.5,9.947368421052634,587.2,19
23019,81,2.892857142857143,10.46957671957672,629.05,26
23020,176,2.4444444444444446,7.743348982785603,2092.0,67
23021,117,4.68,18.726666666666667,475.95000000000005,24
23022,416,18.08695652173913,506.083003952569,795.6800000000001,19
23023,260,11.304347826086957,156.13043478260872,411.44,23
23024,254,25.4,440.0444444444444,662.0600000000001,8
23025,317,6.891304347826087,10.18792270531401,669.61,40
23026,503,9.145454545454545,167.2006734006734,1016.97,43
23027,287,10.62962962962963,122.70370370370367,596.96,26
23028,1241,10.791304347826086,328.20167810831407,1990.29,88
23029,1284,9.304347826086957,134.73881307521418,2080.2,97
23031,1228,8.898550724637682,138.90934094996308,1987.8,93
23032,2250,12.096774193548388,302.9203138622493,3606.9,117
23033,679,11.508474576271187,304.5990648743424,943.75,42
23034,935,11.6875,247.78718354430376,1314.95,57
23035,2071,12.401197604790418,265.2055407257773,2915.5899999999997,110
23036,182,12.133333333333333,37.83809523809524,227.5,14
23037,193,10.722222222222221,25.624183006535954,315.29,17
23038,41,6.833333333333333,32.56666666666666,38.03,4
23039,192,8.347826086956522,31.146245059288535,370.79999999999995,22
23040,246,6.473684210526316,362.58036984352776,1318.5,33
23041,260,5.416666666666667,27.6950354609929,1079.0,46
23042,99,3.96,16.123333333333335,658.35,25
23043,75,3.9473684210526314,14.497076023391811,468.75,18
23044,100,4.0,17.666666666666664,415.0,24
23045,116,5.043478260869565,40.86166007905139,481.40000000000003,22
23046,347,10.205882352941176,1659.3805704099823,2091.55,31
23047,58,2.230769230769231,1.3046153846153845,333.5,25
23048,560,6.363636363636363,457.13061650992705,2248.14,81
23049,435,2.57396449704142,4.365032403493946,3572.75,103
23050,459,2.6079545454545454,4.822564935064933,3763.55,116
23051,335,2.518796992481203,4.509113693324221,2741.35,95
23052,571,2.583710407239819,4.616824352118469,4694.75,147
23053,318,2.4651162790697674,6.500726744186046,2589.9,105
23054,266,2.4403669724770642,2.267244308528713,2189.7,81
23055,560,14.736842105263158,1029.6045519203412,1286.72,33
23056,866,22.789473684210527,3341.684210526316,2789.66,33
23057,674,16.4390243902439,960.8024390243902,1646.14,38
23058,486,11.045454545454545,53.16067653276955,421.02000000000004,39
23060,244,5.951219512195122,19.847560975609753,507.52000000000004,34
23061,946,10.75,46.07471264367814,1177.46,76
23064,220,10.0,532.0952380952381,3617.6000000000004,20
23065,256,2.782608695652174,29.99617773530818,3102.8,81
23066,245,3.223684210526316,34.46929824561402,1963.65,69
23067,274,3.6533333333333333,11.337657657657658,1137.1000000000001,63
23068,801,6.068181818181818,61.3617279666898,1927.2500000000002,106
23069,87,2.806451612903226,2.0279569892473117,543.75,27
23070,147,4.454545454545454,5.443181818181818,610.0500000000001,29
23071,313,17.38888888888889,1241.8986928104578,1180.1,16
23072,326,14.818181818181818,1366.6320346320347,1099.0,21
23073,141,2.389830508474576,14.069549970777325,1681.5,49
23074,221,6.314285714285714,58.280672268907566,444.02000000000004,32
23075,465,6.038961038961039,49.774777853725226,1910.55,61
23076,7896,31.838709677419356,849.431369988246,9638.16,202
23077,9642,31.305194805194805,1346.3951520791907,11615.7,217
23078,6607,31.018779342723004,776.5090796350429,8077.31,159
23079,248,2.361904761904762,6.463919413919417,2198.6,83
23080,998,4.435555555555555,115.13087301587304,7920.78,148
23081,453,3.9391304347826086,48.86468344774979,3606.39,80
23082,2260,8.401486988847584,155.7411918104644,8110.68,205
23083,1859,8.768867924528301,164.73779397299478,6735.88,161
23084,27153,32.99270959902795,19009.83449666372,51251.24,450
23085,369,4.730769230769231,40.329170829170835,3437.7000000000003,64
23086,1191,33.083333333333336,2934.1928571428575,1367.79,31
23087,830,16.93877551020408,400.9336734693879,997.1800000000001,43
23088,760,13.333333333333334,30.833333333333332,947.18,52
23089,2135,15.583941605839415,1191.3623872906821,3495.27,101
23090,2129,17.032,515.1763870967742,1722.7900000000002,96
23091,559,2.8963730569948187,10.624622193436958,3419.5,160
23092,507,4.056,139.48877419354832,3568.26,96
23093,915,7.439024390243903,182.87125149940024,2122.67,105
23094,147,1.9864864864864864,3.1641984450203635,1837.5,65
23096,993,8.487179487179487,139.75198938992037,1606.73,89
23099,132,2.4,2.9851851851851854,858.9000000000001,46
23100,2090,9.54337899543379,105.76301788781369,2562.1,180
23101,1942,10.167539267015707,145.9296775971342,1569.6200000000001,175
23102,1231,8.73049645390071,123.95542046605878,995.33,128
23103,3931,12.021406727828746,177.94125813774605,6442.95,231
23104,116,2.6363636363636362,15.306553911205075,1355.5,38
23106,283,5.66,15.657551020408162,769.27,49
23107,340,5.573770491803279,12.681967213114753,919.8000000000001,60
23108,2192,6.2272727272727275,539.9595959595956,12972.73,271
23109,2310,9.956896551724139,220.24921630094042,6484.9,178
23110,662,3.0090909090909093,11.890327936903281,3673.7,157
23111,296,2.368,5.895741935483871,3464.8,80
23112,471,2.5737704918032787,5.443703837146456,3437.3,134
23113,1138,26.46511627906977,13787.588039867118,5695.860000000001,39
23114,144,3.5121951219512195,31.856097560975616,684.0,40
23115,144,3.789473684210526,36.33285917496443,684.0,38
23116,70,4.117647058823529,70.48529411764704,317.70000000000005,17
23117,85,2.1794871794871793,2.2564102564102564,420.75,39
23118,765,3.4,51.9464285714286,5399.02,154
23119,2155,18.57758620689655,1144.4200149925036,1275.71,97
23120,1617,19.25,1923.9006024096389,644.58,69
23121,2460,26.73913043478261,3261.5136168179656,958.32,81
23122,2091,21.556701030927837,4060.9368556701033,1552.65,89
23123,899,13.220588235294118,615.6968832309044,705.2500000000001,64
23124,503,20.958333333333332,1121.4329710144928,595.15,23
23125,405,25.3125,5382.7625,443.25,15
23126,1084,3.970695970695971,21.74178517560869,5272.28,198
23127,713,3.875,15.847677595628406,3506.3900000000003,146
23128,431,3.3410852713178296,15.835876937984494,2085.13,112
23129,942,5.709090909090909,77.0733924611974,3933.1800000000003,138
23130,918,5.497005988023952,61.20330423490367,3748.42,139
23131,893,8.192660550458715,586.3792048929666,3632.63,91
23132,1008,7.148936170212766,373.59908814589664,4989.08,115
23133,759,5.664179104477612,258.3450230052744,5142.91,94
23134,1064,28.756756756756758,5187.966966966966,6414.48,29
23135,1538,36.61904761904762,7997.412311265969,5378.8,31
23136,127,2.8863636363636362,4.940274841437631,467.05,39
23137,80,4.0,27.05263157894737,253.24,18
23138,870,11.2987012987013,807.5806561859195,1201.8999999999999,60
23139,406,17.652173913043477,2599.6007905138345,502.38,20
23140,160,4.571428571428571,25.016806722689065,658.54,29
23141,68,3.7777777777777777,11.712418300653594,215.0,18
23142,116,3.2222222222222223,61.49206349206348,1137.65,34
23143,25,2.0833333333333335,1.7196969696969695,156.8,12
23144,4894,20.563025210084035,928.2555047335388,3879.98,180
23145,2054,13.602649006622517,150.62772626931564,1919.3400000000001,128
23146,778,3.635514018691589,11.07779386599974,2526.02,151
23147,1843,7.255905511811024,25.93820609380349,2669.95,170
23148,2113,8.767634854771785,42.32078146611341,1752.3500000000001,143
23149,97,5.105263157894737,6.321637426900584,241.53,17
23150,139,3.475,5.43525641025641,346.11,33
23151,59,3.1052631578947367,7.543859649122808,104.41,18
23152,541,3.6066666666666665,21.31404921700224,1998.51,108
23153,248,3.1794871794871793,8.175158175158169,923.63,67
23154,2441,11.146118721461187,383.2537807381343,4922.01,141
23155,2094,18.864864864864863,402.7179361179361,1669.38,84
23156,1631,8.768817204301076,249.19491426910793,3297.2200000000003,117
23157,2530,16.75496688741722,1193.1862251655632,5031.55,111
23158,2536,13.561497326203208,463.6668966706917,5117.32,96
23159,2255,11.505102040816327,365.01023024594446,4562.7300000000005,121
23160,1392,23.2,655.0440677966102,1651.8,50
23161,1608,23.647058823529413,726.7989464442494,1896.6,58
23162,1362,9.591549295774648,183.37808410748175,4789.24,96
23163,1714,12.791044776119403,222.0913477724161,3949.7000000000003,95
23164,564,7.05,109.61772151898738,2579.21,70
23165,2950,13.288288288288289,370.278504749093,4617.9,167
23166,77916,393.5151515151515,27804506.525149997,81416.73000000001,138
23167,5666,30.793478260869566,11576.470776906632,4184.18,129
23168,2849,12.833333333333334,255.35218702865765,3284.42,140
23169,1451,5.517110266159696,34.02928627405453,5829.65,203
23170,6563,20.009146341463413,2240.541200492281,10170.99,224
23171,5966,22.014760147601475,3930.073855405219,9184.9,195
23172,3688,16.464285714285715,301.93593850096096,5793.28,160
23173,2662,7.456582633053221,1252.9847669404835,23033.52,248
23174,2954,11.022388059701493,2370.1867628151363,11567.24,190
23175,3062,11.257352941176471,2340.6567723030175,8995.0,206
23176,2088,11.165775401069519,1167.9347363578859,4373.26,159
23177,2428,11.188940092165899,1948.931728963987,5029.8,174
23178,309,5.618181818181818,89.75892255892256,838.47,50
23179,304,7.6,149.98974358974354,837.88,36
23180,104,2.888888888888889,4.330158730158731,471.90000000000003,29
23181,185,2.681159420289855,5.74978687127025,1484.25,60
23182,3378,13.093023255813954,198.559406388562,2807.69,140
23183,178,3.016949152542373,4.154880187025132,690.71,45
23184,778,3.909547738693467,30.69884777422466,3749.5,129
23185,317,10.225806451612904,67.38064516129033,114.85,27
23186,1982,27.91549295774648,1495.9356136820923,819.4599999999999,57
23187,2338,31.173333333333332,646.9560360360357,695.06,66
23188,3096,10.825174825174825,180.09564470617107,5100.16,207
23189,1215,10.657894736842104,216.6164415463438,3319.35,89
23190,1678,9.322222222222223,178.6665425201738,2691.14,145
23191,2159,8.601593625498008,98.23263745019916,3492.35,182
23192,3269,10.279874213836479,296.9655873658315,5197.17,224
23193,1847,13.481751824817518,2435.7809145556034,3750.57,109
23194,1750,10.115606936416185,1154.986557332975,3679.67,142
23196,1756,7.347280334728033,84.23603248830909,2479.0,170
23197,1354,7.358695652173913,128.4717272511285,1950.74,116
23198,3063,8.018324607329843,114.60071319619081,4341.19,259
23199,13875,19.164364640883978,1648.4390603149857,26426.3,344
23200,6729,14.226215644820297,709.5143960296691,13034.92,262
23201,12533,16.556142668428006,1141.630772402899,24160.44,396
23202,10695,13.729139922978177,596.4805250947919,20921.55,377
23203,19498,17.87167736021998,1390.6826007618624,37646.94,505
23204,7039,16.484777517564403,882.743312333014,5632.15,199
23205,5150,14.84149855907781,734.2320301177729,4105.0199999999995,201
23206,11530,13.132118451025057,570.0235738422818,18220.5,401
23207,7533,11.413636363636364,639.912105117947,11994.41,377
23208,6191,10.25,229.45149253731338,9950.35,305
23209,12985,12.730392156862745,351.6966220246684,20786.21,469
23210,2750,16.76829268292683,538.3386203800688,3311.5,115
23211,2206,18.694915254237287,720.7437346081413,2631.5,82
23212,2175,14.5,562.3993288590607,2577.63,104
23213,1594,12.85483870967742,369.1494885916602,1921.94,95
23214,772,8.301075268817204,56.169237961664315,1624.83,79
23215,3544,17.72,3060.6749748743723,6955.8,162
23216,518,12.634146341463415,514.037804878049,613.51,32
23217,1290,15.0,698.9647058823529,1567.0,64
23218,372,11.272727272727273,222.14204545454547,465.81,27
23219,404,7.769230769230769,57.12217194570135,504.6,41
23220,929,11.91025641025641,313.1996336996337,774.4300000000001,55
23221,1461,12.81578947368421,251.24895202608283,1241.5900000000001,85
23222,776,11.757575757575758,331.1710955710956,690.64,49
23223,745,10.955882352941176,87.20697980684811,670.11,51
23224,719,12.186440677966102,382.6715371127995,620.45,44
23225,1296,18.782608695652176,859.5843989769822,1089.6000000000001,46
23226,1199,16.65277777777778,140.9904147104851,1478.59,56
23227,1592,18.298850574712645,358.6770916867148,1947.06,61
23228,1397,17.68354430379747,408.680623174294,1726.3,58
23229,1804,8.237442922374429,223.7782246240208,6336.43,186
23230,7925,34.15948275862069,1282.0826802507836,3196.5,178
23231,7225,28.11284046692607,380.89737354085577,2986.5,190
23232,8526,35.67364016736402,2364.3804366935065,3436.92,188
23233,5175,32.54716981132076,2490.1480773823737,2105.5,130
23234,1632,7.0042918454935625,223.6853263282521,4567.38,201
23235,726,7.5625,151.11184210526315,1895.66,88
23236,2443,8.512195121951219,281.96401159815787,6782.07,203
23237,1043,6.171597633136095,103.13109326570871,4208.05,131
23238,1775,7.489451476793249,172.2933204605592,7116.65,150
23239,812,5.139240506329114,74.3116987825526,3142.4,125
23240,4094,8.287449392712551,294.91517684834633,16394.899999999998,323
23241,2005,6.986062717770035,245.27253234570293,4060.0,183
23242,1430,7.526315789473684,295.72152603731536,2886.0800000000004,132
23243,4658,12.067357512953368,5843.127918713415,22109.079999999998,275
23244,925,8.80952380952381,223.9633699633699,1692.9099999999999,87
23245,5844,8.105409153952843,759.7110957004161,26566.280000000002,472
23247,2048,7.557195571955719,276.8698646986472,5760.52,231
23249,790,11.617647058823529,151.3441615452151,1274.7,57
23250,1103,12.393258426966293,135.94586312563837,1358.59,64
23251,1645,16.127450980392158,434.6073577946032,1955.45,80
23252,586,4.688,39.34541935483872,2153.34,104
23253,214,4.553191489361702,41.86123959296946,3082.1,44
23254,1657,5.960431654676259,197.58326623899455,6674.950000000001,204
23255,962,6.7272727272727275,191.2419974391805,3852.44,116
23256,2016,6.146341463414634,141.34243305735802,8115.4800000000005,232
23263,3717,8.892344497607656,97.33850240381865,4791.58,269
23264,1842,6.9772727272727275,40.87400622191496,2396.7,177
23265,1665,6.453488372093023,36.20210840647905,2153.71,180
23266,1964,6.726027397260274,41.30612437038084,2529.64,201
23267,1158,12.319148936170214,155.8540379775795,1427.34,79
23268,1434,18.384615384615383,2323.2007992007966,1980.1799999999998,68
23269,748,9.714285714285714,174.07518796992477,1065.3999999999999,63
23270,1157,9.561983471074381,382.2482093663909,1612.85,96
23271,1619,21.025974025974026,396.84142173615857,1314.33,69
23272,352,10.057142857142857,37.526050420168076,522.74,34
23273,928,9.46938775510204,32.375341889333065,1533.8400000000001,88
23274,1139,11.505050505050505,161.61987219130071,1870.11,85
23275,3613,12.996402877697841,808.9855465807861,4291.17,171
23280,1994,14.880597014925373,872.7375154303672,1546.0800000000002,87
23281,1270,13.51063829787234,985.3063372226036,976.22,56
23282,753,7.240384615384615,113.33000373412987,612.72,67
23283,967,4.626794258373206,103.20620169304378,6600.27,146
23284,5338,8.187116564417177,837.1938122567464,35880.85,378
23285,4679,35.446969696969695,32929.60785334259,4384.83,108
23286,4901,29.884146341463413,24449.55091276374,4528.29,125
23287,1774,11.986486486486486,346.6392719249863,1445.5,114
23288,4505,33.370370370370374,32176.11553344391,4261.889999999999,107
23289,1553,10.93661971830986,427.57751473379295,1854.8500000000001,111
23290,2367,13.60344827586207,764.8996412198526,2757.15,125
23291,1548,10.675862068965516,424.2205938697317,1880.1399999999999,104
23292,2081,12.612121212121211,512.3852180339982,2486.37,113
23293,8228,17.61884368308351,1391.3608458703632,6457.0,323
23294,4264,14.454237288135593,1169.4256197394207,3336.94,214
23295,5957,16.32054794520548,1286.7458678307996,4670.63,250
23296,4877,15.09907120743034,1164.3069246005034,5684.650000000001,243
23297,4260,30.0,4290.241134751772,6677.0,123
23298,7779,7.619000979431929,275.7066582166656,36144.25,573
23299,980,8.032786885245901,162.29643679718188,3556.42,110
23300,6285,9.789719626168225,1046.7373044454482,9933.69,351
23301,7722,10.133858267716535,300.96497563297385,12463.78,405
23302,1473,7.752631578947368,542.7268448900029,1980.71,140
23303,65,10.833333333333334,57.766666666666666,126.75,6
23304,71,7.888888888888889,22.36111111111111,138.45,9
23305,82,9.11111111111111,50.861111111111114,159.9,9
23306,2692,12.75829383886256,475.62225231324777,3819.9399999999996,182
23307,11661,22.598837209302324,2338.1707947617974,5974.389999999999,366
23308,5955,19.08653846153846,1713.8092072718275,3091.61,209
23309,7670,24.98371335504886,3775.9637861659317,3697.7,178
23310,11891,55.56542056074766,4050.152977052345,4894.83,146
23311,2199,7.742957746478873,38.65807743990441,5564.25,246
23312,1364,6.9238578680203045,161.23396871438928,5523.0,168
23313,2748,7.508196721311475,185.71363125982478,12960.12,254
23314,391,3.723809523809524,94.47106227106232,4638.52,87
23315,202,2.6578947368421053,11.108070175438598,1894.6999999999998,63
23316,235,2.473684210526316,6.081746920492724,2212.25,75
23317,161,2.3,4.21304347826087,1547.95,56
23318,3645,10.880597014925373,415.2671373670571,8345.43,270
23319,3520,9.436997319034852,323.09615440053045,8169.4800000000005,300
23320,2628,8.342857142857143,81.27697907188356,6907.52,260
23321,4262,7.151006711409396,85.80236873272798,6798.1,378
23322,2892,5.593810444874275,91.31143448337903,8137.500000000001,350
23323,1422,5.115107913669065,30.780926161597815,2954.7000000000003,210
23324,381,9.76923076923077,108.86639676113359,770.4000000000001,38
23325,444,14.8,170.30344827586202,701.4,27
23326,3369,61.25454545454546,4368.008080808081,1999.59,52
23327,1710,48.857142857142854,3126.302521008404,1012.02,33
23328,2063,7.23859649122807,266.97104027674806,7495.29,195
23329,1701,7.331896551724138,61.82443275115692,2794.65,168
23330,1751,8.668316831683168,100.02376730210334,2181.19,158
23331,1492,17.348837209302324,426.3004103967168,932.28,67
23332,1979,7.170289855072464,54.17089591567851,3255.75,207
23333,2009,8.889380530973451,70.70326450344146,2498.65,179
23334,2154,21.326732673267326,548.0621782178218,1345.5,83
23335,358,4.365853658536586,55.83980728696174,722.5600000000001,62
23336,199,3.109375,7.241815476190475,415.97,46
23337,169,2.816666666666667,4.7285310734463275,351.52000000000004,49
23338,405,4.450549450549451,54.605860805860814,820.32,62
23339,150,2.586206896551724,5.650332728372656,312.0,43
23340,2453,19.943089430894307,2751.463947754231,3879.4500000000003,112
23341,281,2.86734693877551,17.064695981485375,2317.1,75
23342,365,2.3548387096774195,10.048596564725594,3051.5,105
23343,4905,12.48091603053435,558.6227216077273,9742.1,286
23344,8933,15.089527027027026,584.8904485068821,17636.04,391
23345,2394,17.733333333333334,3063.6,2754.5,100
23346,2567,18.335714285714285,3072.512384378211,2970.75,106
23347,827,11.647887323943662,679.859959758551,999.75,51
23348,676,5.451612903225806,43.19276160503541,1363.16,95
23349,2847,11.297619047619047,205.20589072282294,3450.39,214
23350,2584,10.253968253968255,161.95117940934674,3154.4,205
23351,3054,11.105454545454545,157.16037159920376,3694.02,242
23352,1593,9.773006134969325,89.60864954934485,1961.01,151
23353,3726,14.498054474708171,382.91503526264603,3068.82,227
23354,3343,12.427509293680297,233.24565832547302,2750.9300000000003,235
23355,5313,7.26812585499316,300.5006127841391,24302.55,474
23356,2325,5.065359477124183,178.93021662813607,12954.75,316
23357,432,4.853932584269663,35.64887640449438,1832.0,79
23358,527,7.865671641791045,45.815015829941196,1686.15,61
23359,976,12.842105263157896,135.41473684210524,1834.8,73
23360,1146,10.513761467889909,271.95582738702007,2148.2999999999997,94
23365,1529,11.67175572519084,442.68373458602474,991.45,107
23366,1919,13.32638888888889,1098.6269910644905,1208.95,115
23367,2778,11.871794871794872,675.3139650049521,1803.3,184
23368,2152,11.824175824175825,856.3335559468151,1396.4,134
23369,901,9.193877551020408,495.106353881759,1053.29,80
23370,1354,12.537037037037036,453.5593631014193,1643.8600000000001,86
23371,1498,11.17910447761194,478.2985074626864,1775.22,98
23372,1294,12.563106796116505,598.3856843708357,1520.22,76
23373,1563,17.761363636363637,838.9194096133756,1241.6599999999999,86
23374,2444,20.0327868852459,1170.1146186153635,1944.08,108
23375,1317,14.965909090909092,442.9988244514108,1059.9399999999998,85
23376,2630,22.478632478632477,1698.7689360447976,995.4599999999999,104
23377,1200,14.814814814814815,105.6527777777778,468.0,69
23378,3413,22.602649006622517,2466.814392935982,1270.59,127
23379,1175,23.03921568627451,3532.1984313725493,428.01,49
23380,2159,22.489583333333332,2091.5788377192976,811.77,86
23381,1474,22.676923076923078,2745.5971153846153,544.62,59
23382,1712,10.439024390243903,635.1925781834505,6155.04,136
23388,789,5.844444444444444,174.44577114427855,3154.3500000000004,115
23389,1043,5.038647342995169,151.61985835561174,4188.45,159
23390,721,4.8389261744966445,157.50090694721564,2872.15,117
23391,360,5.142857142857143,83.48654244306418,1454.0,58
23392,587,7.430379746835443,253.50470626419994,1165.28,70
23393,763,3.7586206896551726,8.649368385114366,2861.25,165
23394,392,3.239669421487603,7.967079889807162,1470.0,90
23395,683,3.8806818181818183,21.191396103896107,2555.73,141
23396,609,3.603550295857988,18.07403493941955,2278.23,134
23397,434,2.465909090909091,13.324545454545449,4069.9,139
23398,587,9.317460317460318,96.51049667178695,495.83,53
23399,1815,9.81081081081081,69.55640423031726,1539.6299999999999,146
23400,448,4.666666666666667,254.45614035087715,2247.36,76
23401,443,6.328571428571428,394.8325051759834,2155.51,59
23402,280,5.090909090909091,45.82491582491584,1027.92,47
23403,595,5.36036036036036,251.83259623259622,1980.31,80
23404,969,7.125,317.59166666666675,4108.58,104
23405,235,4.051724137931035,12.26043557168784,1128.05,54
23406,434,4.617021276595745,293.0990619995424,2148.54,65
23407,248,2.1016949152542375,3.0323047950166586,2426.72,103
23408,310,5.254237288135593,5.848042080654588,644.8000000000001,53
23409,208,5.073170731707317,7.81951219512195,771.72,39
23410,36,2.0,1.5294117647058822,290.1,16
23411,217,4.617021276595745,56.24144310823312,1016.5500000000001,42
23412,351,4.875,176.50528169014083,2269.14,64
23413,156,3.627906976744186,9.572535991140645,743.4,34
23414,139,2.2419354838709675,4.4159175039661545,1348.01,58
23415,326,7.2444444444444445,42.55252525252526,405.6,42
23416,123,6.833333333333333,41.44117647058823,155.07,18
23417,140,6.363636363636363,35.00432900432901,137.76,21
23418,533,8.883333333333333,111.05395480225982,1066.88,55
23419,437,7.163934426229508,57.139344262295076,895.0400000000001,56
23420,159,5.678571428571429,25.04100529100529,330.72,26
23421,152,5.846153846153846,26.13538461538461,316.16,24
23422,196,6.32258064516129,25.825806451612895,407.68,29
23423,202,3.9607843137254903,7.718431372549019,757.5,47
23424,409,3.970873786407767,14.969731581953164,1966.95,87
23425,237,6.771428571428571,11.769747899159661,435.43,35
23426,1230,7.109826589595376,190.40065869068422,3186.7799999999997,126
23427,227,2.121495327102804,32.67377887497796,2635.9,87
23428,70,2.6923076923076925,4.2215384615384615,559.5,25
23429,44,2.2,1.1157894736842104,358.6,19
23430,35,2.0588235294117645,1.5588235294117645,285.25,16
23431,1427,20.681159420289855,4642.985080988919,1113.13,63
23432,1272,18.17142857142857,356.8107660455487,1045.2,65
23433,1215,14.817073170731707,71.83032219211078,1003.1700000000001,76
23434,1782,13.2,342.176119402985,1624.5,129
23435,676,15.363636363636363,827.5391120507401,606.28,40
23436,1929,20.967391304347824,1997.460463449595,2251.65,91
23437,1909,17.1981981981982,1400.8149058149072,2302.25,108
23438,1782,18.183673469387756,1583.038081211866,2143.5,88
23439,3721,9.639896373056995,309.0829755736492,7574.1,268
23440,164,32.8,3884.7000000000003,299.36,5
23441,22,7.333333333333333,21.333333333333336,9.24,3
23442,40,5.0,15.428571428571429,83.2,7
23444,79,1.0,0.0,1200.0,63
23445,2647,27.86315789473684,1058.3534154535278,2131.0099999999998,81
23446,157,52.333333333333336,6332.333333333333,230.25,3
23447,158,39.5,4880.333333333333,231.9,4
23448,25,8.333333333333334,40.33333333333333,41.25,3
23449,12,12.0,0.0,15.0,1
23451,268,5.955555555555556,21.179797979797982,519.0,38
23452,510,6.296296296296297,17.011111111111113,990.9,69
23453,315,6.5625,21.48537234042553,611.85,40
23454,161,3.2857142857142856,13.833333333333334,658.5500000000001,41
23455,206,5.885714285714286,62.63361344537816,566.5400000000001,32
23456,158,4.388888888888889,20.98730158730158,634.1,33
23457,104,3.586206896551724,20.53694581280788,498.6,27
23458,51,1.7,0.21724137931034482,762.4499999999999,30
23459,33,1.736842105263158,0.2046783625730994,412.5,19
23460,108,2.511627906976744,21.493909191583608,1007.0799999999999,41
23461,829,9.314606741573034,4290.104443309499,2908.55,75
23462,77,1.75,1.7732558139534884,1482.1499999999999,43
23463,12,1.7142857142857142,0.2380952380952381,119.39999999999999,7
23464,16,2.6666666666666665,2.2666666666666666,79.2,6
23465,28,1.8666666666666667,0.9809523809523809,231.0,15
23466,49,2.3333333333333335,2.6333333333333337,398.25,20
23467,23,4.6,4.8,75.66999999999999,5
23468,19,1.7272727272727273,0.8181818181818181,156.75,11
23469,320,5.079365079365079,79.10650281618025,1255.76,61
23470,220,2.933333333333333,19.603603603603602,1323.4,70
23471,64,2.4615384615384617,4.898461538461539,596.0,26
23472,54,1.8,1.8206896551724139,777.9,29
23473,665,15.465116279069768,784.4451827242523,530.83,41
23474,297,10.607142857142858,42.46957671957672,246.51000000000002,26
23475,280,10.76923076923077,22.02461538461539,232.4,25
23476,198,11.0,8.941176470588237,247.5,18
23477,85,10.625,15.125,106.25,8
23478,278,27.8,3349.511111111111,307.18,9
23479,109,2.725,7.8455128205128215,819.65,35
23480,1717,9.755681818181818,365.27139610389617,6118.59,143
23481,217,7.233333333333333,58.322988505747134,266.21,23
23482,415,11.527777777777779,568.0849206349205,651.15,32
23483,1310,19.55223880597015,517.4328358208954,1526.62,57
23484,174,6.6923076923076925,33.10153846153846,483.66,25
23485,259,3.2375,176.33528481012667,5719.0,70
23486,267,3.926470588235294,325.7706321334504,3879.15,64
23487,78,1.8571428571428572,2.320557491289199,754.0,41
23489,876,6.125874125874126,29.575593420663846,2512.44,125
23490,533,5.610526315789474,30.0488241881299,1965.63,83
23491,226,2.935064935064935,5.877306903622691,1864.5,64
23492,74,2.8461538461538463,6.295384615384616,610.5,24
23493,3516,9.82122905027933,296.0183715944479,6736.2,282
23494,722,4.0790960451977405,36.766435541859266,4194.900000000001,145
23495,192,8.0,45.82608695652173,240.0,21
23496,88,4.0,15.904761904761902,110.0,21
23497,2511,14.186440677966102,2205.2320878274263,3508.75,150
23498,1587,17.831460674157302,4395.346271705822,2200.15,77
23499,1244,12.958333333333334,142.7561403508772,522.48,86
23500,1580,17.954545454545453,290.91745036572627,1928.8,76
23501,1770,20.344827586206897,871.670408981556,2103.3,77
23502,690,7.840909090909091,124.52612330198532,838.98,80
23503,3432,10.275449101796408,115.16113718508929,4242.96,284
23504,1661,8.346733668341708,70.2074513984062,2073.73,164
23505,1058,9.981132075471699,368.6282120395329,1238.5,93
23506,2694,20.40909090909091,3511.342817487855,1106.28,114
23507,2839,26.045871559633028,8968.784913353717,1128.18,91
23508,2472,21.68421052631579,4066.3595714951093,1013.0400000000001,95
23509,1040,18.90909090909091,4454.047138047138,433.2,51
23510,2297,22.97,7416.554646464647,901.74,90
23511,524,6.093023255813954,232.46183310533507,1046.42,83
23512,484,9.877551020408163,787.9430272108845,921.46,46
23513,556,8.96774193548387,623.8350079323108,1072.96,59
23514,458,7.387096774193548,320.96245372818635,909.14,57
23515,558,9.3,646.2813559322034,1075.3799999999999,58
23516,291,6.928571428571429,225.4337979094077,1025.01,39
23517,312,6.117647058823529,172.46588235294118,860.88,50
23518,357,8.707317073170731,407.0121951219512,954.93,40
23519,219,11.526315789473685,458.7076023391813,755.01,18
23520,165,5.5,165.43103448275863,585.63,30
23521,388,17.636363636363637,2509.004329004329,648.62,21
23522,341,16.238095238095237,1263.3904761904764,652.17,20
23523,357,9.394736842105264,403.3264580369843,1151.43,35
23524,465,9.117647058823529,557.5858823529411,1441.98,42
23525,567,12.886363636363637,909.6379492600424,1777.89,38
23526,882,9.58695652173913,709.7396082178691,4346.82,79
23527,415,9.651162790697674,451.85160575858254,1394.97,40
23528,462,13.588235294117647,906.3101604278072,1381.38,30
23529,629,20.966666666666665,2575.5505747126435,1952.3100000000002,26
23530,1037,14.013513513513514,746.6162532395409,4241.25,60
23531,960,9.795918367346939,696.576478013886,5319.36,77
23532,205,7.884615384615385,533.8661538461539,853.47,23
23533,210,6.774193548387097,218.647311827957,936.34,27
23534,1206,6.184615384615385,330.3884218873909,6320.88,159
23535,1123,6.889570552147239,338.5185942588803,5898.61,135
23536,613,8.283783783783784,660.8909663087748,3274.03,68
